"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ch00648_ch00888_spec1,site_pathology_report,,checkbox,"Steatosis Type","CH01912, small droplet steatosis | CH01913, large droplet steatosis",,,,,,"[ch00648_ch00888] = 'CH00645' or [ch00648_ch00888] = 'CH00647'",,,,,,
ch00648_ch00888_spec2,site_pathology_report,,checkbox,"Steatosis Location","CH01914, periportal | CH01801, central or paracentral | CH01915, azonal",,,,,,"[ch00648_ch00888] = 'CH00645' or [ch00648_ch00888] = 'CH00647'",,,,,,
ch00648_ch00877_spec,site_pathology_report,,checkbox,"Necrosis Location","CH01955, periportal | CH01916, midzonal | CH01917, centrilobular | CH01918, bridging",,,,,,"[ch00648_ch00877] = 'CH00645' or [ch00648_ch00877] = 'CH00647'",,,,,,
ch00648_ch00857_spec,site_pathology_report,,checkbox,"Fibrosis type","CH01956, periportal | CH01957, bridging | CH01919, cirrhosis | CH01920, other fibrosis",,,,,,"[ch00648_ch00857] = 'CH00645' or [ch00648_ch00857] = 'CH00647'",,,,,,
ch00648_ch00857_spec_oth,site_pathology_report,,text,"Other Fibrosis Type",,,,,,,"[ch00648_ch00857_spec(CH01920)] = '1'",,,,,,
ch00648_ch01942_desc,site_pathology_report,,checkbox,"Please specify infectious agents found","CH01789, Bacteria (cocci) | CH01790, Bacteria (rods) | CH01791, Bacteria (coccobacilli) | CH01792, Fungi (yeast) | CH01793, Fungi (hyphae) | CH01794, Parasite (helminth) | CH01795, Parasite (protozoa) | CH01796, Virus (inclusions) | CH01797, Virus (viral syncytia)",,,,,,"[ch00648_ch01942] = 'CH00645' or [ch00648_ch01942] = 'CH00647'",,,,,,
ch00648_ch01698,site_pathology_report,,radio,"Additional staining performed?","CH00001, Yes | CH00002, No",,,,,,"[ch00648_avl]='CH00001'  and [ch00648_tissue_tgt_num] != '' and [ch00648_tissue_tgt_num] != 0",y,,,,,
ch00648_ch00892_yn,site_pathology_report,"Lesions (Cassette A)",radio,"Other lesions in the liver","CH00001, Yes | CH00002, No",,,,,,"[ch00648_avl]='CH00001'  and [ch00648_tissue_tgt_num] != '' and [ch00648_tissue_tgt_num] != 0",y,RH,,,,[histo_diag_result]
ch00648_ch01698_cm,site_pathology_report,,notes,"Additional staining findings",,,,,,,[ch00648_ch01698]='CH00001',,,,,,
ch00648_ch00892,site_pathology_report,,notes,"If <u>other lesions in the liver</u>, please specify",,,,,,,"[ch00648_ch00892_yn] = ""CH00001""",,,,,,[histo_diag_comment]
ch00893_ch00892_041,site_pathology_report,,radio,"Lesions in organs <u>other than the target tissue (liver)</u>? ","CH00001, Yes | CH00002, No",,,,,,"[ch00648_avl]='CH00001'  and [ch00648_core_num] != '' and [ch00648_core_num] >0",y,RH,,,,
liv_ch00893_ch00892_oth,site_pathology_report,,notes,"Other lesions in organs other than liver ",,,,,,,"[ch00893_ch00892_041] = 'CH00001'",,,,,,"[histo_diag_commnet] for the specimen type other tissue and diagnosis lesion. "
ch00648_ch00696,site_pathology_report,"Liver Tissue Diagnosis (Cassette A)",radio,"Liver diagnosis unremarkable?","CH00001, Yes | CH00002, No",,,,,,"[ch00648_avl]='CH00001'  and [ch00648_tissue_tgt_num] != '' and [ch00648_tissue_tgt_num] != 0",y,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch01925,site_pathology_report,,radio,"Minimal, non-specific findings","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696] = 'CH00002'",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00659,site_pathology_report,,radio,"Extramedullary hematopoiesis","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00660,site_pathology_report,,radio,"Steatosis (large droplet, small droplet)","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00661,site_pathology_report,,radio,"Sinusoidal leukocytosis","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00662,site_pathology_report,,radio,Sepsis,"CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00663,site_pathology_report,,radio,Cholestasis,"CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00664,site_pathology_report,,radio,"Viral hepatitis","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00665,site_pathology_report,,radio,"Active hepatitis","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00666,site_pathology_report,,radio,"Chronic hepatitis","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00667,site_pathology_report,,radio,"Neonatal hepatitis","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00705,site_pathology_report,,radio,Granulomas,"CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00669,site_pathology_report,,radio,"Paucity of bile ducts","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00670,site_pathology_report,,radio,Fibrosis,"CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch01919,site_pathology_report,,radio,Cirrhosis,"CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696] = 'CH00002'",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00671,site_pathology_report,,radio,"Past/Chronic malaria","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00672,site_pathology_report,,radio,"Active malaria","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00707,site_pathology_report,,radio,"Other diagnosis","CH00001, Yes | CH00002, No",,,,,,"[ch00648_ch00696]=""CH00002""",,,,liv_diag_matrix,,[histo_diag_result]
ch00648_ch00707_des,site_pathology_report,,text,"If other liver <u>diagnosis</u>, please specify",,,,,,,"[ch00648_ch00707]=""CH00001""",,,,,,[histo_diag_comment]
ch00649_avl,site_pathology_report,"Right Lung Tissue (Cassette B)",radio,"Tissue available in this cassette for evaluation?","CH00001, Yes | CH00002, No",,,,,,,y,,,,,
ch00649_autolysis,site_pathology_report,,radio,"Autolysis present? ","CH00001, Yes | CH00002, No",,,,,,"[ch00649_avl]='CH00001' ",,RH,,,,[histo_autolysis]
ch00649_grade,site_pathology_report,,radio,"Grade of autolysis","CH00645, Mild | CH00646, Moderate | CH00647, Severe",,,,,,"[ch00649_autolysis]=""CH00001""",,RH,,,,[histo_auto_grade]
ch00649_inad_process,site_pathology_report,,radio,"Tissue processing inadequate?","CH00001, Yes | CH00002, No","technically adequate = 2 full cores present",,,,,[ch00649_avl]='CH00001',,RH,,,,[histo_process]
ch00649_inad_reason,site_pathology_report,,checkbox,Reason,"CH00655, Fixation | CH00656, Sectioning | CH00657, Staining",,,,,,"[ch00649_inad_process]=""CH00001""",,RH,,,,[histo_process_reason]
ch00649_core_num,site_pathology_report,,text,"Total number of cores/fragments present",,"number, no symbols or text",integer,0,30,,[ch00649_avl]='CH00001',,,,,,[histo_core_nmb]
ch00649_tissue_tgt_num,site_pathology_report,,text,"Number of cores/fragments with target tissue",,"number, no symbols or text",integer,0,30,,[ch00649_avl]='CH00001',,,,,,[histo_core_target]
ch00649_tissue_oth,site_pathology_report,,text,"Other tissues present",,,,,,,"[ch00649_avl]='CH00001' ",,,,,,[histo_other_tissue]
ch00649_ch00852,site_pathology_report,"Right Lung Tissue Findings (Cassette B)",radio,Congestion,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00853,site_pathology_report,,radio,Edema,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00869,site_pathology_report,,radio,"Intra-alveolar hemorrhage","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00856,site_pathology_report,,radio,Fibrin,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00865,site_pathology_report,,radio,"Increased alveolar macrophages","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00877,site_pathology_report,,radio,Necrosis,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch01943,site_pathology_report,,radio,Pigment,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00847,site_pathology_report,,radio,"Aspirated material","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00880,site_pathology_report,,radio,"Neutrophilic infiltrate in alveoli","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00867,site_pathology_report,,radio,"Interstitial inflammation","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00864,site_pathology_report,,radio,"Hyaline membranes","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00878,site_pathology_report,,radio,"Necrotizing granulomas","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00881,site_pathology_report,,radio,"Non-necrotizing granulomas","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch01922,site_pathology_report,,radio,"Intravascular leukocytosis","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch01923,site_pathology_report,,radio,Vasculitis,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch01924,site_pathology_report,,radio,Thrombi,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch01942,site_pathology_report,,radio,"Infectious Agents","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00890,site_pathology_report,,radio,"Viral cytopathic effect","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00858,site_pathology_report,,radio,Fungi,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00870,site_pathology_report,,radio,"Intra-alveolar proteinaceous material","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00868,site_pathology_report,,radio,"Intra-alveolar hemosiderosis","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_find__matrix,,[histo_find_result]
ch00649_ch00847_spec1,site_pathology_report,,checkbox,"Aspirated Material Type","CH01693, Squames | CH01694, Meconium Balls | CH01926, Aspirated GI contents",,,,,,"[ch00649_ch00847] = 'CH00645' or [ch00649_ch00847] = 'CH00647'",,,,,,
ch00649_ch00847_spec2,site_pathology_report,,radio,"Aspirated Material Reaction","CH01927, aspiration with inflammation | CH01928, aspiration without inflammation",,,,,,"[ch00649_ch00847] = 'CH00645' or [ch00649_ch00847] = 'CH00647'",,,,,,
ch00649_ch01943_spec,site_pathology_report,,checkbox,"Pigment Type","CH01908, Formalin Pigment | CH01909, Hemosiderin Pigment | CH01910, Hemozoin Pigment | CH01911, Other Pigment",,,,,,"[ch00649_ch01943] = 'CH00645' or [ch00649_ch01943] = 'CH00647'",,,,,,
ch00649_ch01942_spec,site_pathology_report,,checkbox,"Please specify infectious agents found","CH01789, Bacteria (cocci) | CH01790, Bacteria (rods) | CH01791, Bacteria (coccobacilli) | CH01792, Fungi (yeast) | CH01793, Fungi (hyphae) | CH01794, Parasite (helminth) | CH01795, Parasite (protozoa) | CH01796, Virus (inclusions) | CH01797, Virus (viral syncytia)",,,,,,"[ch00649_ch01942] = 'CH00645' or [ch00649_ch01942] = 'CH00647'",,,,,,
ch00649_ch01698,site_pathology_report,,radio,"Additional staining performed?","CH00001, Yes | CH00002, No",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,,,
ch00649_ch01698_cm,site_pathology_report,,notes,"Additional staining findings",,,,,,,[ch00649_ch01698]='CH00001',,,,,,
ch00649_ch00892_yn,site_pathology_report,"Lesions (Cassette B)",radio,"Other lung lesions","CH00001, Yes | CH00002, No",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,RH,,,,
ch00649_ch00892,site_pathology_report,,notes,"If <u>other lesions</u> in the lung, please specify ",,,,,,,"[ch00649_ch00892_yn]=""CH00001""",,,,,,[histo_diag_comment]
ch00893_ch00892_043,site_pathology_report,,radio,"Lesions in organs <u>other than the target tissue (right lung)</u>? ","CH00001, Yes | CH00002, No",,,,,,"[ch00649_avl]='CH00001' and [ch00649_core_num] != '' and [ch00649_core_num] > 0",y,RH,,,,
rl_ch00649_ch00892_oth,site_pathology_report,,notes,"Other lesions in organs other than lung ",,,,,,,"[ch00893_ch00892_043] = 'CH00001'",,,,,,"[histo_diag_commnet] for the specimen type other tissue and diagnosis lesion. "
ch00649_ch00696,site_pathology_report,"Right Lung Tissue Diagnosis (Cassette B)",radio,"Right lung diagnosis unremarkable?","CH00001, Yes | CH00002, No",,,,,,"[ch00649_avl]='CH00001' and [ch00649_tissue_tgt_num] != '' and [ch00649_tissue_tgt_num] != 0",y,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch01925,site_pathology_report,,radio,"Minimal, non-specific findings","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",y,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00675,site_pathology_report,,radio,"Bacterial pneumonia","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00676,site_pathology_report,,radio,"Interstitial pneumonitis","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00678,site_pathology_report,,radio,"Diffuse alveolar damage","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00679,site_pathology_report,,radio,"Bronchopneumonia without infectious agents identified","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00680,site_pathology_report,,radio,"Viral pneumonia","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00681,site_pathology_report,,radio,"Fungal pneumonia","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00682,site_pathology_report,,radio,"Aspiration pneumonia","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00683,site_pathology_report,,radio,"Granulomas, necrotizing","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00684,site_pathology_report,,radio,"Granulomas, non-necrotizing","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch01929,site_pathology_report,,radio,"Pre-term Lung","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00677,site_pathology_report,,radio,"Findings compatible with RDS (hyaline membrane disease)","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00685,site_pathology_report,,radio,"Findings compatible with intrauterine fetal stress","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00707,site_pathology_report,,radio,"Other diagnosis","CH00001, Yes | CH00002, No",,,,,,"[ch00649_ch00696]=""CH00002""",,,,rl_diag_matrix,,[histo_diag_result]
ch00649_ch00707_des,site_pathology_report,,text,"If other lung <u>diagnosis</u>, please specify",,,,,,,[ch00649_ch00707]='CH00001',,,,,,[histo_diag_comment]
ch00650_avl,site_pathology_report,"Left thoracic organs, left lung and heart (Cassette C) ",radio,"Tissue available in this cassette for evaluation?","CH00001, Yes | CH00002, No",,,,,,,y,,,,,
ch00650_core_num,site_pathology_report,,text,"Total number of cores/fragments present",,"number, no symbols or text",integer,0,30,,"[ch00650_avl]='CH00001' ",,,,,,[histo_core_nmb]
ch00650_other_organ,site_pathology_report,,text,"Other tissues present",,,,,,,"[ch00650_avl]='CH00001' ",,,,,,[histo_other_tissue]
ch00845_avl,site_pathology_report,"Left lung tissue (Cassette C)",radio,"Tissue available in this cassette for evaluation?","CH00001, Yes | CH00002, No",,,,,,,y,,,,,
ch00845_tissue_tgt_num,site_pathology_report,,text,"Number of cores/fragments with lung target tissue",,"number, no symbols or text",integer,0,30,,"[ch00650_avl]='CH00001' ",,,,,,[histo_core_target]
ch00845_autolysis,site_pathology_report,,radio,"Autolysis present? ","CH00001, Yes | CH00002, No",,,,,,"[ch00650_avl]='CH00001' ",,RH,,,,[histo_autolysis]
ch00845_grade,site_pathology_report,,radio,"Grade of autolysis","CH00645, Mild | CH00646, Moderate | CH00647, Severe",,,,,,"[ch00845_autolysis]=""CH00001""",,RH,,,,[histo_auto_grade]
ch00845_inad_process,site_pathology_report,,radio,"Tissue processing inadequate?","CH00001, Yes | CH00002, No","technically adequate = 2 full cores present",,,,,"[ch00650_avl]='CH00001' ",,RH,,,,[histo_process]
ch00845_inad_reason,site_pathology_report,,checkbox,Reason,"CH00655, Fixation | CH00656, Sectioning | CH00657, Staining",,,,,,"[ch00845_inad_process]=""CH00001""",,RH,,,,[histo_process_reason]
ch00845_ch00852,site_pathology_report,"Left lung findings (Cassette C)",radio,Congestion,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch00853,site_pathology_report,,radio,Edema,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch00869,site_pathology_report,,radio,"Intra-alveolar hemorrhage","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch00856,site_pathology_report,,radio,Fibrin,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch00865,site_pathology_report,,radio,"Increased alveolar macrophages","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch00877,site_pathology_report,,radio,Necrosis,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch01943,site_pathology_report,,radio,Pigment,"CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch00847,site_pathology_report,,radio,"Aspirated material","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch00880,site_pathology_report,,radio,"Neutrophilic infiltrate in alveoli","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
ch00845_ch00867,site_pathology_report,,radio,"Interstitial inflammation","CH00002, No | CH00645, Mild | CH00647, Severe",,,,,,"[ch00845_avl]='CH00001' and [ch00845_tissue_tgt_num] != '' and [ch00845_tissue_tgt_num] != 0",y,,,ll_find_matrix,,[histo_find_result]
